Series ID,Units,Gender,Age [years],Disability,Race,Industry and Class of Worker,Educational Attainment,Occupation,Veteran Status,Period of Service,Nativity,Metric,Series Description
CGPDUM3544,Thousands of Persons,Men,35-44,All,All,All,Professional Degree,All,All,All,All,level,Men/35-44/All/All/All/Professional Degree/All/All/All/All
SCAD3544M,Percent,Men,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Men/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUM3544,Thousands of Persons,Men,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,level,Men/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
CGPD3544,Percent,All,35-44,All,All,All,Professional Degree,All,All,All,All,rate,All/35-44/All/All/All/Professional Degree/All/All/All/All
CGPDU3544,Thousands of Persons,All,35-44,All,All,All,Professional Degree,All,All,All,All,level,All/35-44/All/All/All/Professional Degree/All/All/All/All
SCAD3544,Percent,All,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,rate,All/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
SCADU3544,Thousands of Persons,All,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,level,All/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
LNU04000164,Percent,Men,25-34,All,All,All,All,All,All,All,All,rate,Men/25-34/All/All/All/All/All/All/All/All
LNU04000327,Percent,Women,25-34,All,All,All,All,All,All,All,All,rate,Women/25-34/All/All/All/All/All/All/All/All
CGBD3544W,Percent,Women,35-44,All,All,All,Bachelor's Degree,All,All,All,All,rate,Women/35-44/All/All/All/Bachelor's Degree/All/All/All/All
CGBDUW3544,Thousands of Persons,Women,35-44,All,All,All,Bachelor's Degree,All,All,All,All,level,Women/35-44/All/All/All/Bachelor's Degree/All/All/All/All
CGDD3544W,Percent,Women,35-44,All,All,All,Doctoral Degree,All,All,All,All,rate,Women/35-44/All/All/All/Doctoral Degree/All/All/All/All
CGDDUW3544,Thousands of Persons,Women,35-44,All,All,All,Doctoral Degree,All,All,All,All,level,Women/35-44/All/All/All/Doctoral Degree/All/All/All/All
HSGS3544W,Percent,Women,35-44,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"Women/35-44/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSUW3544,Thousands of Persons,Women,35-44,All,All,All,"High School Graduates, No College",All,All,All,All,level,"Women/35-44/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD3544W,Percent,Women,35-44,All,All,All,Less than a High School Diploma,All,All,All,All,rate,Women/35-44/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDUW3544,Thousands of Persons,Women,35-44,All,All,All,Less than a High School Diploma,All,All,All,All,level,Women/35-44/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD3544W,Percent,Women,35-44,All,All,All,Master's Degree,All,All,All,All,rate,Women/35-44/All/All/All/Master's Degree/All/All/All/All
CGMDUW3544,Thousands of Persons,Women,35-44,All,All,All,Master's Degree,All,All,All,All,level,Women/35-44/All/All/All/Master's Degree/All/All/All/All
CGPD3544W,Percent,Women,35-44,All,All,All,Professional Degree,All,All,All,All,rate,Women/35-44/All/All/All/Professional Degree/All/All/All/All
CGPDUW3544,Thousands of Persons,Women,35-44,All,All,All,Professional Degree,All,All,All,All,level,Women/35-44/All/All/All/Professional Degree/All/All/All/All
SCAD3544W,Percent,Women,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Women/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUW3544,Thousands of Persons,Women,35-44,All,All,All,Some College or Associate Degree,All,All,All,All,level,Women/35-44/All/All/All/Some College or Associate Degree/All/All/All/All
LNU04000091,Percent,All,35-44,All,All,All,All,All,All,All,All,rate,All/35-44/All/All/All/All/All/All/All/All
LNU04000173,Percent,Men,35-44,All,All,All,All,All,All,All,All,rate,Men/35-44/All/All/All/All/All/All/All/All
CGBD4554,Percent,All,45-54,All,All,All,Bachelor's Degree,All,All,All,All,rate,All/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGBDU4554,Thousands of Persons,All,45-54,All,All,All,Bachelor's Degree,All,All,All,All,level,All/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGDD4554,Percent,All,45-54,All,All,All,Doctoral Degree,All,All,All,All,rate,All/45-54/All/All/All/Doctoral Degree/All/All/All/All
CGDDU4554,Thousands of Persons,All,45-54,All,All,All,Doctoral Degree,All,All,All,All,level,All/45-54/All/All/All/Doctoral Degree/All/All/All/All
HSGS4554,Percent,All,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"All/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSU4554,Thousands of Persons,All,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,level,"All/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD4554,Percent,All,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,rate,All/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDU4554,Thousands of Persons,All,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,level,All/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD4554,Percent,All,45-54,All,All,All,Master's Degree,All,All,All,All,rate,All/45-54/All/All/All/Master's Degree/All/All/All/All
CGMDU4554,Thousands of Persons,All,45-54,All,All,All,Master's Degree,All,All,All,All,level,All/45-54/All/All/All/Master's Degree/All/All/All/All
LNU04000334,Percent,Women,35-44,All,All,All,All,All,All,All,All,rate,Women/35-44/All/All/All/All/All/All/All/All
LNU04000093,Percent,All,45-54,All,All,All,All,All,All,All,All,rate,All/45-54/All/All/All/All/All/All/All/All
CGBD4554M,Percent,Men,45-54,All,All,All,Bachelor's Degree,All,All,All,All,rate,Men/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGBDUM4554,Thousands of Persons,Men,45-54,All,All,All,Bachelor's Degree,All,All,All,All,level,Men/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGDD4554M,Percent,Men,45-54,All,All,All,Doctoral Degree,All,All,All,All,rate,Men/45-54/All/All/All/Doctoral Degree/All/All/All/All
CGDDUM4554,Thousands of Persons,Men,45-54,All,All,All,Doctoral Degree,All,All,All,All,level,Men/45-54/All/All/All/Doctoral Degree/All/All/All/All
HSGS4554M,Percent,Men,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"Men/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSUM4554,Thousands of Persons,Men,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,level,"Men/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD4554M,Percent,Men,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,rate,Men/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDUM4554,Thousands of Persons,Men,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,level,Men/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD4554M,Percent,Men,45-54,All,All,All,Master's Degree,All,All,All,All,rate,Men/45-54/All/All/All/Master's Degree/All/All/All/All
CGMDUM4554,Thousands of Persons,Men,45-54,All,All,All,Master's Degree,All,All,All,All,level,Men/45-54/All/All/All/Master's Degree/All/All/All/All
CGPD4554M,Percent,Men,45-54,All,All,All,Professional Degree,All,All,All,All,rate,Men/45-54/All/All/All/Professional Degree/All/All/All/All
CGPDUM4554,Thousands of Persons,Men,45-54,All,All,All,Professional Degree,All,All,All,All,level,Men/45-54/All/All/All/Professional Degree/All/All/All/All
SCAD4554M,Percent,Men,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Men/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUM4554,Thousands of Persons,Men,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,level,Men/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
CGPD4554,Percent,All,45-54,All,All,All,Professional Degree,All,All,All,All,rate,All/45-54/All/All/All/Professional Degree/All/All/All/All
CGPDU4554,Thousands of Persons,All,45-54,All,All,All,Professional Degree,All,All,All,All,level,All/45-54/All/All/All/Professional Degree/All/All/All/All
SCAD4554,Percent,All,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,rate,All/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
SCADU4554,Thousands of Persons,All,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,level,All/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
LNU04000182,Percent,Men,45-54,All,All,All,All,All,All,All,All,rate,Men/45-54/All/All/All/All/All/All/All/All
LNU04000341,Percent,Women,45-54,All,All,All,All,All,All,All,All,rate,Women/45-54/All/All/All/All/All/All/All/All
CGBD4554W,Percent,Women,45-54,All,All,All,Bachelor's Degree,All,All,All,All,rate,Women/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGBDUW4554,Thousands of Persons,Women,45-54,All,All,All,Bachelor's Degree,All,All,All,All,level,Women/45-54/All/All/All/Bachelor's Degree/All/All/All/All
CGDD4554W,Percent,Women,45-54,All,All,All,Doctoral Degree,All,All,All,All,rate,Women/45-54/All/All/All/Doctoral Degree/All/All/All/All
CGDDUW4554,Thousands of Persons,Women,45-54,All,All,All,Doctoral Degree,All,All,All,All,level,Women/45-54/All/All/All/Doctoral Degree/All/All/All/All
HSGS4554W,Percent,Women,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"Women/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSUW4554,Thousands of Persons,Women,45-54,All,All,All,"High School Graduates, No College",All,All,All,All,level,"Women/45-54/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD4554W,Percent,Women,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,rate,Women/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDUW4554,Thousands of Persons,Women,45-54,All,All,All,Less than a High School Diploma,All,All,All,All,level,Women/45-54/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD4554W,Percent,Women,45-54,All,All,All,Master's Degree,All,All,All,All,rate,Women/45-54/All/All/All/Master's Degree/All/All/All/All
CGMDUW4554,Thousands of Persons,Women,45-54,All,All,All,Master's Degree,All,All,All,All,level,Women/45-54/All/All/All/Master's Degree/All/All/All/All
CGPD4554W,Percent,Women,45-54,All,All,All,Professional Degree,All,All,All,All,rate,Women/45-54/All/All/All/Professional Degree/All/All/All/All
CGPDUW4554,Thousands of Persons,Women,45-54,All,All,All,Professional Degree,All,All,All,All,level,Women/45-54/All/All/All/Professional Degree/All/All/All/All
SCAD4554W,Percent,Women,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Women/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUW4554,Thousands of Persons,Women,45-54,All,All,All,Some College or Associate Degree,All,All,All,All,level,Women/45-54/All/All/All/Some College or Associate Degree/All/All/All/All
LNU04000095,Percent,All,55-64,All,All,All,All,All,All,All,All,rate,All/55-64/All/All/All/All/All/All/All/All
LNU04000190,Percent,Men,55-64,All,All,All,All,All,All,All,All,rate,Men/55-64/All/All/All/All/All/All/All/All
CGBD5564,Percent,All,55-64,All,All,All,Bachelor's Degree,All,All,All,All,rate,All/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGBDU5564,Thousands of Persons,All,55-64,All,All,All,Bachelor's Degree,All,All,All,All,level,All/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGDD5564,Percent,All,55-64,All,All,All,Doctoral Degree,All,All,All,All,rate,All/55-64/All/All/All/Doctoral Degree/All/All/All/All
CGDDU5564,Thousands of Persons,All,55-64,All,All,All,Doctoral Degree,All,All,All,All,level,All/55-64/All/All/All/Doctoral Degree/All/All/All/All
HSGS5564,Percent,All,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"All/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSU5564,Thousands of Persons,All,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,level,"All/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD5564,Percent,All,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,rate,All/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDU5564,Thousands of Persons,All,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,level,All/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD5564,Percent,All,55-64,All,All,All,Master's Degree,All,All,All,All,rate,All/55-64/All/All/All/Master's Degree/All/All/All/All
CGMDU5564,Thousands of Persons,All,55-64,All,All,All,Master's Degree,All,All,All,All,level,All/55-64/All/All/All/Master's Degree/All/All/All/All
LNU04000347,Percent,Women,55-64,All,All,All,All,All,All,All,All,rate,Women/55-64/All/All/All/All/All/All/All/All
LNU04000097,Percent,All,≥65,All,All,All,All,All,All,All,All,rate,All/≥65/All/All/All/All/All/All/All/All
CGBD5564M,Percent,Men,55-64,All,All,All,Bachelor's Degree,All,All,All,All,rate,Men/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGBDUM5564,Thousands of Persons,Men,55-64,All,All,All,Bachelor's Degree,All,All,All,All,level,Men/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGDD5564M,Percent,Men,55-64,All,All,All,Doctoral Degree,All,All,All,All,rate,Men/55-64/All/All/All/Doctoral Degree/All/All/All/All
CGDDUM5564,Thousands of Persons,Men,55-64,All,All,All,Doctoral Degree,All,All,All,All,level,Men/55-64/All/All/All/Doctoral Degree/All/All/All/All
HSGS5564M,Percent,Men,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"Men/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSUM5564,Thousands of Persons,Men,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,level,"Men/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD5564M,Percent,Men,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,rate,Men/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDUM5564,Thousands of Persons,Men,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,level,Men/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD5564M,Percent,Men,55-64,All,All,All,Master's Degree,All,All,All,All,rate,Men/55-64/All/All/All/Master's Degree/All/All/All/All
CGMDUM5564,Thousands of Persons,Men,55-64,All,All,All,Master's Degree,All,All,All,All,level,Men/55-64/All/All/All/Master's Degree/All/All/All/All
CGPD5564M,Percent,Men,55-64,All,All,All,Professional Degree,All,All,All,All,rate,Men/55-64/All/All/All/Professional Degree/All/All/All/All
CGPDUM5564,Thousands of Persons,Men,55-64,All,All,All,Professional Degree,All,All,All,All,level,Men/55-64/All/All/All/Professional Degree/All/All/All/All
SCAD5564M,Percent,Men,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Men/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUM5564,Thousands of Persons,Men,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,level,Men/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
CGPD5564,Percent,All,55-64,All,All,All,Professional Degree,All,All,All,All,rate,All/55-64/All/All/All/Professional Degree/All/All/All/All
CGPDU5564,Thousands of Persons,All,55-64,All,All,All,Professional Degree,All,All,All,All,level,All/55-64/All/All/All/Professional Degree/All/All/All/All
SCAD5564,Percent,All,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,rate,All/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
SCADU5564,Thousands of Persons,All,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,level,All/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
LNU04000199,Percent,Men,≥65,All,All,All,All,All,All,All,All,rate,Men/≥65/All/All/All/All/All/All/All/All
LNU04000354,Percent,Women,≥65,All,All,All,All,All,All,All,All,rate,Women/≥65/All/All/All/All/All/All/All/All
CGBD5564W,Percent,Women,55-64,All,All,All,Bachelor's Degree,All,All,All,All,rate,Women/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGBDUW5564,Thousands of Persons,Women,55-64,All,All,All,Bachelor's Degree,All,All,All,All,level,Women/55-64/All/All/All/Bachelor's Degree/All/All/All/All
CGDD5564W,Percent,Women,55-64,All,All,All,Doctoral Degree,All,All,All,All,rate,Women/55-64/All/All/All/Doctoral Degree/All/All/All/All
CGDDUW5564,Thousands of Persons,Women,55-64,All,All,All,Doctoral Degree,All,All,All,All,level,Women/55-64/All/All/All/Doctoral Degree/All/All/All/All
HSGS5564W,Percent,Women,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,rate,"Women/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
HSGSUW5564,Thousands of Persons,Women,55-64,All,All,All,"High School Graduates, No College",All,All,All,All,level,"Women/55-64/All/All/All/High School Graduates, No College/All/All/All/All"
LHSD5564W,Percent,Women,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,rate,Women/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
LHSDUW5564,Thousands of Persons,Women,55-64,All,All,All,Less than a High School Diploma,All,All,All,All,level,Women/55-64/All/All/All/Less than a High School Diploma/All/All/All/All
CGMD5564W,Percent,Women,55-64,All,All,All,Master's Degree,All,All,All,All,rate,Women/55-64/All/All/All/Master's Degree/All/All/All/All
CGMDUW5564,Thousands of Persons,Women,55-64,All,All,All,Master's Degree,All,All,All,All,level,Women/55-64/All/All/All/Master's Degree/All/All/All/All
CGPD5564W,Percent,Women,55-64,All,All,All,Professional Degree,All,All,All,All,rate,Women/55-64/All/All/All/Professional Degree/All/All/All/All
CGPDUW5564,Thousands of Persons,Women,55-64,All,All,All,Professional Degree,All,All,All,All,level,Women/55-64/All/All/All/Professional Degree/All/All/All/All
SCAD5564W,Percent,Women,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,rate,Women/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
SCADUW5564,Thousands of Persons,Women,55-64,All,All,All,Some College or Associate Degree,All,All,All,All,level,Women/55-64/All/All/All/Some College or Associate Degree/All/All/All/All
LNU03035109,Thousands of Persons,All,All,All,All,Agricultural and Related Private Wage and Salary Workers,All,All,All,All,All,level,All/All/All/All/Agricultural and Related Private Wage and Salary Workers/All/All/All/All/All
LNU04035109,Percent,All,All,All,All,Agricultural and Related Private Wage and Salary Workers,All,All,All,All,All,rate,All/All/All/All/Agricultural and Related Private Wage and Salary Workers/All/All/All/All/All
LNU03028615,Thousands of Persons,All,All,All,All,All Industries Government Wage & Salary Workers,All,All,All,All,All,level,All/All/All/All/All Industries Government Wage & Salary Workers/All/All/All/All/All
LNU04028615,Percent,All,All,All,All,All Industries Government Wage & Salary Workers,All,All,All,All,All,rate,All/All/All/All/All Industries Government Wage & Salary Workers/All/All/All/All/All
LNU03035181,Thousands of Persons,All,All,All,All,"All Industries, Self-Employed, Unincorporated, and Unpaid Family Workers",All,All,All,All,All,level,"All/All/All/All/All Industries, Self-Employed, Unincorporated, and Unpaid Family Workers/All/All/All/All/All"
LNU04035181,Percent,All,All,All,All,"All Industries, Self-Employed, Unincorporated, and Unpaid Family Workers",All,All,All,All,All,rate,"All/All/All/All/All Industries, Self-Employed, Unincorporated, and Unpaid Family Workers/All/All/All/All/All"
LNU03032183,Thousands of Persons,All,All,All,Asian,All,All,All,All,All,All,level,All/All/All/Asian/All/All/All/All/All/All
LNU04032183,Percent,All,All,All,Asian,All,All,All,All,All,All,rate,All/All/All/Asian/All/All/All/All/All/All
LNU03000006,Thousands of Persons,All,All,All,Black or African American,All,All,All,All,All,All,level,All/All/All/Black or African American/All/All/All/All/All/All
LNU04000006,Percent,All,All,All,Black or African American,All,All,All,All,All,All,rate,All/All/All/Black or African American/All/All/All/All/All/All
LNU03073395,Thousands of Persons,All,All,All,All,All,All,All,All,All,Foreign Born,level,All/All/All/All/All/All/All/All/All/Foreign Born
LNU04073395,Percent,All,All,All,All,All,All,All,All,All,Foreign Born,rate,All/All/All/All/All/All/All/All/All/Foreign Born
LNU03000009,Thousands of Persons,All,All,All,Hispanic or Latino,All,All,All,All,All,All,level,All/All/All/Hispanic or Latino/All/All/All/All/All/All
LNU04000009,Percent,All,All,All,Hispanic or Latino,All,All,All,All,All,All,rate,All/All/All/Hispanic or Latino/All/All/All/All/All/All
LNU03032215,Thousands of Persons,All,All,All,All,All,All,"Management, Professional, and Related Occupations",All,All,All,level,"All/All/All/All/All/All/Management, Professional, and Related Occupations/All/All/All"
LNU04032215,Percent,All,All,All,All,All,All,"Management, Professional, and Related Occupations",All,All,All,rate,"All/All/All/All/All/All/Management, Professional, and Related Occupations/All/All/All"
LNU03000001,Thousands of Persons,Men,All,All,All,All,All,All,All,All,All,level,Men/All/All/All/All/All/All/All/All/All
LNU04000001,Percent,Men,All,All,All,All,All,All,All,All,All,rate,Men/All/All/All/All/All/All/All/All/All
LNU03073396,Thousands of Persons,Men,All,All,All,All,All,All,All,All,Foreign Born,level,Men/All/All/All/All/All/All/All/All/Foreign Born
LNU04073396,Percent,Men,All,All,All,All,All,All,All,All,Foreign Born,rate,Men/All/All/All/All/All/All/All/All/Foreign Born
LNU03073414,Thousands of Persons,Men,All,All,All,All,All,All,All,All,Native Born,level,Men/All/All/All/All/All/All/All/All/Native Born
LNU04073414,Percent,Men,All,All,All,All,All,All,All,All,Native Born,rate,Men/All/All/All/All/All/All/All/All/Native Born
LNU03073413,Thousands of Persons,All,All,All,All,All,All,All,All,All,Native Born,level,All/All/All/All/All/All/All/All/All/Native Born
LNU04073413,Percent,All,All,All,All,All,All,All,All,All,Native Born,rate,All/All/All/All/All/All/All/All/All/Native Born
LNU03032222,Thousands of Persons,All,All,All,All,All,All,"Natural Resources, Construction, and Maintenance Occupations",All,All,All,level,"All/All/All/All/All/All/Natural Resources, Construction, and Maintenance Occupations/All/All/All"
LNU04032222,Percent,All,All,All,All,All,All,"Natural Resources, Construction, and Maintenance Occupations",All,All,All,rate,"All/All/All/All/All/All/Natural Resources, Construction, and Maintenance Occupations/All/All/All"
LNU03032229,Thousands of Persons,All,All,All,All,"Nonagriculture, Private Wage and Salary Workers",All,All,All,All,All,level,"All/All/All/All/Nonagriculture, Private Wage and Salary Workers/All/All/All/All/All"
LNU04032229,Percent,All,All,All,All,"Nonagriculture, Private Wage and Salary Workers",All,All,All,All,All,rate,"All/All/All/All/Nonagriculture, Private Wage and Salary Workers/All/All/All/All/All"
LNU03032226,Thousands of Persons,All,All,All,All,All,All,"Production, Transportation and Material Moving Occupations",All,All,All,level,"All/All/All/All/All/All/Production, Transportation and Material Moving Occupations/All/All/All"
LNU04032226,Percent,All,All,All,All,All,All,"Production, Transportation and Material Moving Occupations",All,All,All,rate,"All/All/All/All/All/All/Production, Transportation and Material Moving Occupations/All/All/All"
LNU03032219,Thousands of Persons,All,All,All,All,All,All,Sales and Office Occupations,All,All,All,level,All/All/All/All/All/All/Sales and Office Occupations/All/All/All
LNU04032219,Percent,All,All,All,All,All,All,Sales and Office Occupations,All,All,All,rate,All/All/All/All/All/All/Sales and Office Occupations/All/All/All
LNU03032218,Thousands of Persons,All,All,All,All,All,All,Service Occupations,All,All,All,level,All/All/All/All/All/All/Service Occupations/All/All/All
LNU04032218,Percent,All,All,All,All,All,All,Service Occupations,All,All,All,rate,All/All/All/All/All/All/Service Occupations/All/All/All
LNU03000003,Thousands of Persons,All,All,All,White,All,All,All,All,All,All,level,All/All/All/White/All/All/All/All/All/All
LNU04000003,Percent,All,All,All,White,All,All,All,All,All,All,rate,All/All/All/White/All/All/All/All/All/All
LNU03000002,Thousands of Persons,Women,All,All,All,All,All,All,All,All,All,level,Women/All/All/All/All/All/All/All/All/All
LNU04000002,Percent,Women,All,All,All,All,All,All,All,All,All,rate,Women/All/All/All/All/All/All/All/All/All
LNU03073397,Thousands of Persons,Women,All,All,All,All,All,All,All,All,Foreign Born,level,Women/All/All/All/All/All/All/All/All/Foreign Born
LNU04073397,Percent,Women,All,All,All,All,All,All,All,All,Foreign Born,rate,Women/All/All/All/All/All/All/All/All/Foreign Born
LNU03073415,Thousands of Persons,Women,All,All,All,All,All,All,All,All,Native Born,level,Women/All/All/All/All/All/All/All/All/Native Born
LNU04073415,Percent,Women,All,All,All,All,All,All,All,All,Native Born,rate,Women/All/All/All/All/All/All/All/All/Native Born
